Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
REI,0.6805,-0.686,0,Sell,16260984,46260798,,-1.122,58,Energy Minerals
REKR,6.55,0.769,0.05,Strong Buy,12655349,182641510,,-0.648,472,Commercial Services
RELL,4.15,-8.59,-0.39,Sell,285471,53941700,,-0.159,394,Electronic Technology
RELV,3.4,6.25,0.2,Sell,41979,5937930,,-0.124,91,Consumer Non-Durables
REPH,2.15,-21.818,-0.6,Sell,5690337,50827075,,,215,Health Technology
REPL,21.5,-20.37,-5.5,Buy,5118963,866198450,,-1.685,122,Health Technology
RES,2.52,-19.489,-0.61,Sell,14555054,542109960,,-1.31,2700,Industrial Services
RESN,2.13,-20.225,-0.54,Sell,12271465,113527083,,-0.814,77,Electronic Technology
RETA,108.61,3.487,3.66,Sell,4961965,3651198739,,-10.733,220,Health Technology
RETO,0.4802,-21.279,-0.13,Sell,51224620,11121432,,,,Non-Energy Minerals
REV,6.35,-13.251,-0.97,Sell,2437333,338622005,,-6.751,7100,Consumer Non-Durables
REVG,7.29,-5.935,-0.46,Sell,5877083,462741498,,-0.471,8040,Consumer Durables
REX,60.55,-1.991,-1.23,Sell,614712,375317964,,-1.119,128,Process Industries
REXN,2.02,-11.404,-0.26,Sell,1471229,8942580,,-1.723,5,Health Technology
REYN,30.97,-6.801,-2.26,,7075431,6494439970,,,5100,Consumer Non-Durables
REZI,10.04,-24.85,-3.32,Sell,11378251,1239257280,,-0.796,13000,Commercial Services
RF,10.75,-7.007,-0.81,Sell,121182669,10321784500,16.616,0.668,19564,Finance
RFIL,4.41,7.039,0.29,Sell,787312,43092403,85.138,0.059,281,Electronic Technology
RFL,16.03,-7.979,-1.39,Buy,316835,265892223,,-0.475,51,Finance
RFP,4.41,-6.765,-0.32,Sell,11391488,379605303,,-1.207,6700,Process Industries
RGA,92.49,0.884,0.81,Sell,12117566,6283391391,10.944,9.034,3188,Finance
RGCO,23.62,1.286,0.3,Sell,165712,192502528,16.949,1.4,107,Utilities
RGEN,142.38,-8.089,-12.53,Buy,5418970,7475320188,247.184,0.593,761,Health Technology
RGLD,115.91,-14.972,-20.41,Buy,7310489,7602652810,40.555,3.044,27,Non-Energy Minerals
RGLS,0.4752,-10.34,-0.05,Sell,6054955,17070562,,-0.974,21,Health Technology
RGNX,28.54,-6.488,-1.98,Sell,6770682,1065512360,,-3.642,257,Health Technology
RGP,11.24,-8.544,-1.05,Sell,3273478,364452504,13.298,0.884,3433,Commercial Services
RGR,62.13,-12.32,-8.73,Buy,4503423,1087020267,24.344,2.688,1580,Consumer Durables
RGS,5.42,-26.658,-1.97,Strong Sell,10535890,193308636,,-4.777,9000,Consumer Services
RH,352.66,6.689,22.11,Buy,16926842,6881877772,44.469,11.285,5100,Retail Trade
RHI,51.58,-3.045,-1.62,Sell,13262507,5912873300,16.483,3.211,205600,Commercial Services
RIBT,0.4145,-21.792,-0.12,Sell,9583448,16665967,,-0.385,121,Consumer Non-Durables
RICK,18.03,-5.701,-1.09,Buy,1639417,164528798,,-0.322,2200,Consumer Services
RIG,0.885,-27.459,-0.34,Sell,492791130,543932505,,-2.876,6600,Industrial Services
RIGL,2.27,-8.835,-0.22,Neutral,54915663,383468830,,-0.149,163,Health Technology
RILY,25.18,-5.975,-1.6,Buy,1998473,640901504,25.165,1.325,982,Finance
RIOT,2.6,-25.714,-0.9,Sell,74113566,123243900,,-0.67,6,Finance
RIVE,6.66,-8.264,-0.6,Sell,185457,61696508,,-2.154,276,Finance
RJF,69.09,-8.756,-6.63,Sell,12552746,9476384400,11.365,6.311,18910,Finance
RKDA,2.54,-18.59,-0.58,Sell,5642736,27176984,,-3.512,61,Process Industries
RKT,20.3,-27.5,-7.7,,294468642,2037571900,,,,Finance
RL,72.01,4.62,3.18,Sell,23062926,5261295434,46.327,1.721,24900,Retail Trade
RLAY,42.16,4.902,1.97,,10706586,3793341784,,,122,Health Technology
RLGT,5,-5.303,-0.28,Buy,3234046,246978000,25.261,0.208,708,Transportation
RLGY,9.33,-15.794,-1.75,Sell,22166468,1077017880,,-4.353,10150,Finance
RLH,2.14,-5.727,-0.13,Strong Sell,624588,54358996,,-0.937,285,Consumer Services
RLI,81.45,-13.157,-12.34,Sell,3116169,3661389270,32.413,2.598,905,Finance
RLMD,36.27,1.654,0.59,Buy,1240406,581186853,,-2.231,4,Health Technology
RM,16.21,-11.372,-2.08,Sell,553700,183774391,6.491,2.653,1638,Finance
RMAX,31.26,-11.042,-3.88,Sell,1559165,566556240,31.619,1.015,500,Finance
RMBI,10.23,-9.629,-1.09,Sell,878989,138377118,,-0.87,166,Finance
RMBL,28.86,-22.419,-8.34,Sell,2773658,64508449,,-30.889,304,Technology Services
RMBS,13.15,-2.085,-0.28,Buy,11683342,1495733600,,-0.407,685,Electronic Technology
RMCF,2.9,-11.043,-0.36,Sell,528356,17619182,,-0.551,226,Consumer Non-Durables
RMD,168.7,-6.682,-12.08,Buy,8302488,24444798700,40.343,4.305,7770,Health Technology
RMED,0.2308,-31.534,-0.11,Sell,60704025,16725684,,-3.012,79,Health Technology
RMG,10.75,5.599,0.57,Buy,2224837,309062500,202.448,0.053,5,Finance
RMNI,3.26,-25.571,-1.12,Sell,4824938,245552980,,-0.28,1270,Technology Services
RMR,27.4,-2.906,-0.82,Sell,1490597,447031000,14.593,1.902,600,Finance
RMTI,1.2,-8.397,-0.11,Sell,67956913,84357360,,-0.454,299,Health Technology
RNA,29.87,3.715,1.07,,6227236,1120919542,,,,Health Technology
RNDB,11.6,6.422,0.7,Sell,269250,63547816,9.564,1.223,217,Finance
RNET,4.14,-17.034,-0.85,Neutral,4575428,85093974,,-1.598,625,Communications
RNG,261.36,-10.115,-29.41,Buy,22321868,23250114891,,-1.138,2363,Technology Services
RNGR,2.51,-6.691,-0.18,Sell,243132,21283972,,-0.473,1100,Industrial Services
RNR,164.73,-10.346,-19.01,Sell,4262585,8436943464,13.571,12.355,566,Finance
RNST,21.24,-16.279,-4.13,Sell,5520318,1193316300,12.699,1.712,2527,Finance
RNWK,1.19,-8.462,-0.11,Sell,1998432,45541300,,-0.579,453,Technology Services
ROAD,17.38,-7.009,-1.31,Buy,5735520,899967006,23.144,0.764,2289,Industrial Services
ROCH,9.98,0.808,0.08,,223573,,,,,Finance
ROCK,60.81,-2.618,-1.64,Strong Buy,2917846,1971654792,26.042,2.403,1932,Producer Manufacturing
ROG,98.24,-13.3,-15.07,Sell,1583644,1834612352,86.006,1.199,3600,Process Industries
ROK,212.78,-7.7,-17.75,Buy,9071074,24675458260,32.473,6.637,23000,Producer Manufacturing
ROKU,187.25,7.938,13.77,Buy,175717243,23351502220,,-1.154,1650,Consumer Durables
ROL,52.3,-5.151,-2.84,Buy,19303037,17141795700,81.185,0.652,14952,Consumer Services
ROLL,113.4,-14.117,-18.64,Sell,1713688,2843119440,24.807,4.788,3890,Producer Manufacturing
ROP,386.45,-9.537,-40.74,Buy,8974755,40465565950,25.706,15.438,16460,Electronic Technology
ROST,87.74,-3.667,-3.34,Sell,32898034,31235966440,60.245,1.522,92500,Retail Trade
RP,58.34,-6.835,-4.28,Sell,15474134,5945721100,119.534,0.524,7000,Technology Services
RPAY,24.09,-4.783,-1.21,Buy,23112299,1724012895,,-1.767,243,Commercial Services
RPD,59.7,-7.542,-4.87,Buy,8055805,3045064170,,-1.464,1544,Technology Services
RPLA,10.2,0.493,0.05,Neutral,619336,447249467,106.563,0.096,3,Finance
RPM,79.18,-6.594,-5.59,Buy,8188504,10291182960,34.311,2.354,14621,Process Industries
RPRX,41.78,0.967,0.4,,18604151,15287260220,,,,Health Technology
RPTX,32.67,32.053,7.93,,756502,1200736845,,,,Health Technology
RRBI,41.76,-4.044,-1.76,Neutral,383493,306023962,11.657,3.719,325,Finance
RRC,7.49,0.402,0.03,Sell,86909046,1918039200,,-7.371,655,Energy Minerals
RRD,1.38,4.545,0.06,Sell,17006735,98532000,,-2.056,36400,Commercial Services
RRGB,12.99,17.027,1.89,Sell,20651635,201877590,,-18.339,24586,Consumer Services
RRR,16.64,-2.548,-0.44,Sell,23409241,1185225600,,-3.346,14000,Consumer Services
RS,100.75,-3.929,-4.12,Buy,5669871,6423638650,14.39,7.113,15300,Non-Energy Minerals
RSG,92.14,-0.626,-0.58,Buy,20144564,29345945020,28.771,3.313,36000,Industrial Services
RSSS,2.39,-6.641,-0.17,Sell,1768916,62222694,,-0.039,135,Commercial Services
RST,29.9,-1.58,-0.48,Buy,29980579,721217900,,-0.815,1147,Consumer Services
RTLR,6.17,-26.284,-2.2,Sell,5524004,271456554,7.678,0.865,712,Industrial Services
RTRX,17.68,-9.75,-1.91,Neutral,5332039,900016312,,-2.117,221,Health Technology
RTX,58.33,-4.377,-2.67,Sell,136054956,89108407800,,0.027,243200,Electronic Technology
RUBY,4.75,-1.35,-0.07,Sell,4032504,383644675,,-2.227,223,Health Technology
RUN,61.72,9.133,5.17,Buy,71884780,7831897680,,0.005,4800,Utilities
RUSHA,48.82,1.035,0.5,Buy,2027340,1776979652,18.002,2.819,7244,Distribution Services
RUSHB,42.1,0.742,0.31,Buy,197004,1532381060,15.726,2.819,7244,Distribution Services
RUTH,10.6,3.163,0.33,Sell,23458894,370188040,,-0.059,5740,Consumer Services
RVLV,16.9,-15.837,-3.18,Sell,23261228,1174548513,34.41,0.526,1008,Retail Trade
RVMD,31.99,12.879,3.65,,12671236,2108988735,,,95,Health Technology
RVNC,26.48,-9.408,-2.75,Buy,13494946,1745781384,,-4.216,193,Health Technology
RVP,6.34,0.316,0.02,Buy,11644551,209455848,41.832,0.192,140,Health Technology
RVSB,3.89,-5.811,-0.24,Sell,930035,86534995,7.199,0.532,252,Finance
RWLK,1.09,-0.909,-0.01,Sell,2764449,20883310,,-1.542,50,Health Technology
RXN,28.79,-0.587,-0.17,Buy,13062365,3473743820,22.533,1.412,6800,Producer Manufacturing
RXT,18.09,-15.269,-3.26,,43260933,3602297880,,-0.959,,Technology Services
RY,70,-8.04,-6.12,Sell,9477327,99581300000,12.201,5.822,85000,Finance
RYAM,3.52,11.392,0.36,Sell,11900111,222996224,,-1.752,4000,Process Industries
RYI,5.46,-0.907,-0.05,Sell,2273411,208121004,7.838,0.728,4500,Non-Energy Minerals
RYTM,25.31,-14.232,-4.2,Buy,6547307,1116641766,,-3.304,70,Health Technology
SA,17.59,-7.518,-1.43,Buy,5808783,1179370802,,-0.146,,Non-Energy Minerals
SABR,5.82,-16.738,-1.17,Sell,142769410,1844730480,,-2.117,9250,Technology Services
SAFM,113.88,-2.633,-3.08,Sell,3352466,2532691200,,-1.023,17055,Consumer Non-Durables
SAFT,67.16,-7.238,-5.24,Sell,1406272,1012389988,12.484,5.525,609,Finance
SAGE,60,14.416,7.56,Sell,13038754,3118458000,,-11.802,675,Health Technology
SAH,39.11,-7.454,-3.15,Buy,5007476,1666566075,,-2.2,9300,Retail Trade
SAIA,120.86,-9.94,-13.34,Buy,3065640,3160343968,28.87,4.26,10400,Transportation
SAIC,75.57,-9.454,-7.89,Sell,11008729,4395491265,22.789,3.474,24000,Technology Services
SAIL,37.18,-5.226,-2.05,Buy,19510450,3371527016,968.101,0.042,1168,Technology Services
SAL,34.5,-3.388,-1.21,Sell,47638,98093505,9.676,3.805,201,Finance
SALM,0.9199,-5.165,-0.05,Sell,25013123,24546332,,-3.084,1487,Consumer Services
SALT,11.69,-16.321,-2.28,Sell,3967488,140191156,,-21.933,7,Transportation
SAM,895.63,1.548,13.65,Buy,2360352,10935403167,81.978,11.271,2128,Consumer Non-Durables
SAMA,10.18,0.494,0.05,Buy,1800857,165069718,195.577,,4,Finance
SAMG,10.75,-14.274,-1.79,Sell,402935,102344515,9.051,1.203,139,Finance
SAND,8.15,-10.832,-0.99,Buy,25088065,1556747800,215.171,0.044,,Non-Energy Minerals
SANM,25.54,-9.753,-2.76,Sell,8712197,1730687452,17.423,1.556,43000,Electronic Technology
SANW,2.65,12.766,0.3,Buy,1521409,88504700,,-0.543,126,Process Industries
SAQN,9.96,0.101,0.01,,4506603,186127500,1636.066,0.006,,Finance
SAR,16.44,-4.084,-0.7,Sell,554896,184415700,6.205,2.651,,Finance
SASR,21.32,-10.87,-2.6,Sell,3127800,1002287312,13.773,1.6,932,Finance
SATS,25.42,-13.479,-3.96,Sell,3768663,2490998303,,-1.403,2300,Electronic Technology
SAVA,9.76,210.828,6.62,Buy,354609043,243212368,,-0.217,9,Health Technology
SAVE,16.08,-10.067,-1.8,Sell,144680369,1425837720,91.034,0.185,8938,Transportation
SB,1.02,-8.108,-0.09,Sell,2177981,104164440,,-0.257,,Transportation
SBBP,2.16,-43.75,-1.68,Sell,16630704,117408960,,-0.972,71,Health Technology
SBCF,17.07,-15.662,-3.17,Sell,3551416,904551249,11.649,1.512,867,Finance
SBE,12.18,19.412,1.98,Neutral,28750489,478246981,438.206,0.03,3,Finance
SBFG,12.8,-7.514,-1.04,Sell,184468,97878912,9.118,1.597,252,Finance
SBGI,19.35,-7.016,-1.46,Strong Sell,15322140,1439032062,4.674,4.318,11800,Consumer Services
SBH,9.61,-13.889,-1.55,Sell,25293495,1084507720,10.713,0.948,30050,Retail Trade
SBLK,6.58,-7.324,-0.52,Sell,5372490,632166920,,-0.188,181,Transportation
SBNY,83.22,-14.233,-13.81,Sell,7910686,4585072476,8.777,9.647,1472,Finance
SBOW,4.09,-17.206,-0.85,Sell,1547068,48811696,,-23.306,86,Energy Minerals
SBPH,1.35,4.651,0.06,Sell,1227167,23285475,,-1.749,30,Health Technology
SBSI,23.7,-13.99,-3.86,Sell,1920743,782889210,12.925,1.869,845,Finance
SBT,3,1.01,0.03,Sell,1333345,149832000,47.27,,,Finance
SBUX,82.99,-1.752,-1.48,Strong Buy,130212669,97015310000,75.822,1.128,346000,Consumer Services
SC,16.55,-3.835,-0.66,Strong Sell,15584298,5224470900,21.782,0.788,5175,Finance
SCCO,43.95,-8.628,-4.15,Buy,13487832,33976558350,30.002,1.513,14301,Non-Energy Minerals
SCHL,20.13,-10.533,-2.37,Sell,4164568,688071582,,-1.274,8300,Consumer Services
SCHN,19.25,-2.482,-0.49,Sell,5535656,521655750,173.417,0.127,3363,Non-Energy Minerals
SCHW,34.78,-2.111,-0.75,Sell,140024552,44818899200,14.666,2.394,19700,Finance
SCI,41.03,-10.12,-4.62,Sell,19610305,7230265570,18.356,2.241,24594,Consumer Services
SCKT,1.17,-14.599,-0.2,Sell,858100,7079272,,-0.117,56,Electronic Technology
SCL,106.36,-7.746,-8.93,Buy,1255243,2383931768,22.929,4.837,2284,Process Industries
SCM,8.1,-1.22,-0.1,Sell,1562465,157836600,25.199,0.327,,Finance
SCON,2.23,-29.653,-0.94,Sell,22225000,7028469,,-6.366,26,Electronic Technology
SCOR,2,-23.954,-0.63,Sell,6568822,142439200,,-0.807,1300,Commercial Services
SCPE,10.1,0.298,0.03,Sell,953898,230406250,186.188,0.054,,Finance
SCPH,7.14,-16.589,-1.42,Buy,919914,195064800,,-1.619,17,Health Technology
SCPL,15.28,15.889,2.1,Buy,15707418,348189944,22.234,0.765,501,Technology Services
SCS,9.84,-5.837,-0.61,Sell,26809631,1129370994,9.92,1.151,12700,Producer Manufacturing
SCSC,18.89,-23.491,-5.8,Sell,2652387,479074957,,-7.601,2200,Distribution Services
SCU,10.68,-16.366,-2.09,Sell,1351920,239400744,,-1.295,390,Finance
SCVL,35.485,7.923,2.61,Buy,7282905,500381082,50.326,0.757,5100,Retail Trade
SCVX,10.15,2.629,0.26,,786759,291812500,,,,Finance
SCWX,11.54,-10.75,-1.39,Sell,2799240,948462214,,-0.271,2685,Technology Services
SCX,3.2292,-5.302,-0.18,Sell,248982,22504340,5.432,0.597,1603,Consumer Durables
SCYX,4.58,-18.938,-1.07,Sell,843932,48553496,,-10.419,27,Health Technology
SD,1.81,14.557,0.23,Sell,4149974,64824969,,-18.544,270,Energy Minerals
SDC,10.36,27.586,2.24,Neutral,148104958,1146965960,,-1.638,,Health Services
SDGR,49.57,-18.012,-10.89,,23588725,3398558509,,-0.56,394,Technology Services
SDPI,0.33,-15.601,-0.06,Sell,1193795,8453775,,-0.053,63,Industrial Services
SEAC,0.9162,-31.627,-0.42,Sell,6489875,34408899,,-0.27,182,Electronic Technology
SEAS,19.11,-6.324,-1.29,Sell,22352246,1495711035,,-1.455,4300,Consumer Services
SEB,2818.91,5.066,135.91,Sell,23042,3272134350,86.257,33.331,13100,Consumer Non-Durables
SEDG,189.44,-14.339,-31.71,Buy,18341641,9494448640,55.289,3.539,2431,Producer Manufacturing
SEE,37.02,-5.802,-2.28,Sell,20097038,5763125520,13.918,2.707,16500,Process Industries
SEED,9.81,9.243,0.83,Buy,836096,49164973,,-2.215,47,Process Industries
SEEL,0.6129,-32.663,-0.3,Sell,27330870,32649183,,-0.754,6,Health Technology
SEIC,49.725,-5.032,-2.64,Sell,11621438,7284811950,16.3,3.15,3756,Finance
SELB,2.43,-6.538,-0.17,Sell,16773490,260357490,,-0.999,39,Health Technology
SEM,18.47,-7.972,-1.6,Buy,9343304,2474555190,15.498,1.24,49900,Health Services
SENEA,35.08,-25.929,-12.28,Buy,875920,319855581,4.725,7.83,3200,Consumer Non-Durables
SENEB,34.73,-26.106,-12.27,Buy,4951,316664320,4.805,7.83,3200,Consumer Non-Durables
SENS,0.3755,-20.021,-0.09,Sell,26458020,90647202,,-0.517,191,Electronic Technology
SERV,38.82,-2.707,-1.08,Sell,13570338,5123929440,78.917,0.498,12000,Consumer Services
SESN,1.29,25.243,0.26,Buy,50636080,151151880,,-0.308,25,Health Technology
SF,47.65,-6.034,-3.06,Sell,8663775,3266793465,8.986,5.862,8300,Finance
SFBC,29.5,3.509,1,Sell,33583,76561055,11.736,2.568,132,Finance
SFBS,32.18,-12.196,-4.47,Sell,2958051,1733935632,11.484,2.864,505,Finance
SFE,5.22,-16.346,-1.02,Sell,1302143,108485694,,-1.407,,Finance
SFIX,26.51,9.772,2.36,Buy,62509576,2729607797,,-0.651,,Retail Trade
SFL,7.64,-12.984,-1.14,Sell,10143346,831720960,,-0.466,11,Transportation
SFM,20.64,-11.606,-2.71,Sell,37034399,2434364160,11.267,1.84,30000,Retail Trade
SFNC,14.98,-12.244,-2.09,Sell,8365061,1633059680,5.923,2.561,3270,Finance
SFST,23.43,-9.537,-2.47,Sell,365671,181222615,8.493,2.903,242,Finance
SFTW,10.1,0.798,0.08,Strong Buy,1336269,399265625,312.615,0.033,5,Finance
SG,11.5199,1.052,0.12,Strong Buy,459801,1328232950,,-2.103,1076,Finance
SGA,20.1,-10.667,-2.4,Sell,91678,120455521,31.762,0.662,1002,Consumer Services
SGBX,1.81,-12.56,-0.26,Sell,7315442,15559104,,-9.022,7,Producer Manufacturing
SGC,21.87,-5.488,-1.27,Buy,1114299,335142441,12.881,1.697,3400,Consumer Non-Durables
SGEN,179.27,13.218,20.93,Buy,20099463,31192442190,,-1.496,1605,Health Technology
SGH,25.48,1.111,0.28,Sell,3236580,615578964,,-0.122,1712,Electronic Technology
SGLB,2.04,-16.393,-0.4,Sell,3884639,11875676,,-4.205,21,Technology Services
SGMA,3.03,3.413,0.1,Sell,562666,12854805,,-0.193,3065,Electronic Technology
SGMO,9.89,-10.376,-1.15,Sell,28717000,1394371320,,-0.825,354,Health Technology
SGMS,30.45,47.208,9.77,Buy,57845756,2883770295,,-4.14,9800,Consumer Services
SGOC,0.92,9.524,0.08,Sell,171933,92551080,,-0.251,11,Electronic Technology
SGRP,0.695,-18.341,-0.16,Sell,1128823,14670338,31.416,0.023,22000,Commercial Services
SGRY,19.39,1.572,0.3,Strong Buy,7202923,980193585,,-2.71,6900,Health Services
SGU,9.61,-1.939,-0.19,Buy,923581,420352932,9.949,0.972,3446,Utilities
SHAK,65.94,-3.385,-2.31,Buy,17596680,2521347780,,-0.201,7603,Consumer Services
SHBI,9.78,0.308,0.03,Sell,1289759,122511126,7.542,1.324,294,Finance
SHEN,42.36,-23.4,-12.94,Neutral,4026743,2111739192,31.313,1.412,1130,Communications
SHIP,0.4109,-14.217,-0.07,Sell,81472659,6629337,,-3.215,38,Miscellaneous
SHLL,44.86,13.742,5.42,Buy,112435176,1306602678,,-0.023,4,Finance
SHLX,9.28,-10.683,-1.11,Sell,19689424,3649731200,6.567,1.502,,Industrial Services
SHOO,19.81,-6.38,-1.35,Sell,11588628,1647229234,48.166,0.456,4000,Consumer Non-Durables
SHOP,918.81,-13.842,-147.61,Buy,38352416,1.1082E+11,,-0.603,5000,Retail Trade
SHSP,10.51,-4.281,-0.47,Buy,1204847,121422030,,-0.644,231,Technology Services
SHW,677.32,0.934,6.27,Buy,8213636,61669782804,37.118,19.109,61111,Process Industries
SHYF,17.97,-10.015,-2,Buy,2716728,639104847,,-0.251,2097,Producer Manufacturing
SI,13.69,-8.305,-1.24,Strong Sell,2542511,258868810,13.317,1.097,215,Finance
SIBN,22.43,2.796,0.61,Buy,3537117,642170900,,-1.729,262,Health Technology
SIC,6.44,4.207,0.26,Sell,1342241,163369920,,-0.06,1850,Commercial Services
SIEB,3.265,-13.624,-0.52,Sell,432382,100084331,31.784,0.108,132,Finance
SIEN,3.29,-14.323,-0.55,Sell,9477177,165526480,,-2.12,339,Health Technology
SIF,3.62,-9.273,-0.37,Sell,99924,21416354,3.267,1.148,434,Electronic Technology
SIG,17.51,1.39,0.24,Buy,28354419,916525930,,-3.086,26126,Retail Trade
SIGA,7.07,1.727,0.12,Buy,6236820,552314056,106.922,0.08,41,Health Technology
SIGI,48.64,-18.676,-11.17,Sell,5107962,2909260544,15.959,3.147,2400,Finance
SII,34.24,-19.568,-8.33,Buy,1028522,868179168,53.143,0.71,126,Finance
SILC,31.37,-14.963,-5.52,Sell,222621,225102650,33.032,0.966,260,Electronic Technology
SILK,65.95,8.15,4.97,Buy,8353067,2221169620,,-1.162,224,Health Technology
SILV,8.24,-16.768,-1.66,Buy,14474711,764243520,,-0.587,,Non-Energy Minerals
SINA,39.97,-1.757,-0.72,Sell,11831078,2613406474,,-0.287,8300,Technology Services
SINO,1.67,-2.907,-0.05,Sell,715729,6208743,,-2.454,26,Transportation
SINT,1.81,2.26,0.04,Sell,34571398,44425183,,-2.947,28,Health Technology
SIRI,5.02,-14.48,-0.85,Sell,524443963,21788255800,22.48,0.232,4534,Consumer Services
SITE,114.27,-8.621,-10.78,Buy,4590628,5045728974,52.224,2.364,4600,Distribution Services
SITM,74.94,13.752,9.06,Strong Buy,3299358,1252697040,,-0.58,143000,Electronic Technology
SIVB,226.62,-11.262,-28.76,Buy,5995472,11730055158,13.416,17.284,3564,Finance
SIX,21.38,-1.611,-0.35,Sell,40098637,1812209422,,-0.616,2450,Consumer Services
SJ,6.4,-6.841,-0.47,Buy,120276,148803840,2822.727,0.002,,Commercial Services
SJI,18.48,-16.569,-3.67,Sell,19301758,1858866240,,,1100,Utilities
SJM,108.29,-9.893,-11.89,Sell,14046440,12353073460,14.56,7.547,7300,Consumer Non-Durables
SJR,17.8,-4.762,-0.89,Sell,10892458,9128690752,19.397,0.942,,Consumer Services
SJW,58.56,-6.349,-3.97,Sell,1606302,1670886624,66.586,0.917,732,Utilities
SKX,30.71,2.881,0.86,Sell,22824842,4848263769,32.649,0.939,13100,Consumer Non-Durables
SKY,26.56,-6.938,-1.98,Buy,7554649,1505054272,28.104,0.93,6600,Consumer Durables
SKYW,29.48,-12.392,-4.17,Sell,8319492,1479347672,9.437,3.323,13700,Transportation
SLAB,93.65,-8.554,-8.76,Sell,3977029,4101457940,140.758,0.699,1545,Electronic Technology
SLB,16.61,-12.625,-2.4,Sell,204154461,23056341000,,-15.77,105000,Industrial Services
SLCA,3.13,-29.821,-1.33,Sell,13576497,231277265,,-5.732,2177,Non-Energy Minerals
SLCT,7.06,-7.712,-0.59,Sell,776910,126109956,16.293,0.434,213,Finance
SLDB,2.15,-10.042,-0.24,Strong Sell,2424094,99118870,,-2.316,121,Health Technology
SLF,39.68,-5.004,-2.09,Buy,6605835,23203237120,14.094,2.886,22719,Finance
SLGG,1.86,2.198,0.04,Sell,13232052,28798194,,-2.138,55,Consumer Durables
SLGL,7.17,-9.125,-0.72,Sell,408063,164887773,,-1.337,61,Health Technology
SLGN,35.48,-6.779,-2.58,Buy,8415662,3934235280,15.901,2.27,13100,Process Industries
SLM,7.78,1.832,0.14,Sell,80057447,2919336080,6.291,1.261,1900,Finance
SLNO,1.805,-15.654,-0.34,Sell,12029533,143666448,,-0.618,25,Health Technology
SLP,65.11,9.282,5.53,Buy,3557925,1278643202,128.512,0.522,111,Technology Services
SLQT,20.5,12.329,2.25,,28397054,3317248500,,,1900,Finance
SLRC,15.39,-8.665,-1.46,Sell,2480889,650393712,,-0.234,,Finance
SLRX,0.804,-14.468,-0.14,Strong Sell,2753872,11770560,,-1.514,8,Commercial Services
SLS,2.32,8.411,0.18,Sell,3741758,21951794,,-5.448,5,Health Technology
SM,1.88,-22.634,-0.55,Sell,108311700,215182920,,-4.965,530,Energy Minerals
SMAR,47.91,-12.14,-6.62,Buy,37234562,5778425100,,-0.941,1588,Technology Services
SMBC,22.23,-6.123,-1.45,Sell,210536,202884985,7.725,2.997,492,Finance
SMBK,13.05,-5.229,-0.72,Sell,418202,198580545,8.645,1.507,,Finance
SMCI,25.13,-8.251,-2.26,Buy,4973358,1317741810,16.275,1.656,3987,Electronic Technology
SMED,6.79,-11.067,-0.85,Buy,2175819,111200509,52.919,0.139,184,Industrial Services
SMG,145.8,-13.487,-22.73,Buy,6306585,8131091040,26.673,5.856,5600,Process Industries
SMHI,2.15,-19.776,-0.53,Sell,1809307,49658335,,-2.544,1615,Transportation
SMIT,5.24,12.688,0.59,Buy,280003,19455753,,-0.311,18,Producer Manufacturing
SMLP,0.645,-21.341,-0.18,Sell,4243089,36042923,,-2.927,261,Utilities
SMMC,10.59,3.418,0.35,Neutral,1192756,330937500,196.324,0.054,2,Finance
SMMF,14.77,0.136,0.02,Sell,224713,191668813,6.98,2.192,383,Finance
SMMT,3.43,-0.58,-0.02,Buy,466424,220521000,,,70,Health Technology
SMP,42.61,-6.228,-2.83,Sell,2391478,952261063,21.321,2.05,4200,Consumer Durables
SMPL,21.35,-14.085,-3.5,Sell,7929640,2036356595,76.708,0.305,150,Consumer Non-Durables
SMSI,3.59,-6.51,-0.25,Sell,5399678,148466963,14.569,0.278,198,Technology Services
SMTC,50,-14.749,-8.65,Buy,10573509,3258110000,73.903,0.704,1388,Electronic Technology
SMTS,1.4,-14.11,-0.23,Buy,1114646,227920000,54.848,0.027,1445,Non-Energy Minerals
SMTX,3.4,-0.293,-0.01,Buy,2024037,95930320,,-0.108,2805,Electronic Technology
SNA,141.09,-4.843,-7.18,Sell,5291471,7684636158,13.926,10.49,12800,Consumer Durables
SNAP,25.37,12.306,2.78,Buy,417559747,37274104778,,-0.774,3195,Technology Services
SNBP,2.79,-9.709,-0.3,,1144548,26822390,,-0.709,5,Health Technology
SNBR,47.72,-0.583,-0.28,Buy,5360785,1323037000,18.522,2.768,4476,Consumer Durables
SNCA,0.559,-18.962,-0.13,Sell,6107066,9668296,,-2.205,5,Health Technology
SNCR,3.28,-25.285,-1.11,Sell,7150631,150011128,,-2.594,1659,Technology Services
SND,1.2,-13.043,-0.18,Sell,2289206,50430360,2.748,0.446,285,Non-Energy Minerals
SNDE,2.04,-2.857,-0.06,Sell,2802102,14026367,,,79,Energy Minerals
SNDL,0.2091,-38.5,-0.13,Strong Sell,126757216,22609565,,-2.444,1064,Process Industries
SNDR,25.24,-6.726,-1.82,Buy,7493897,4476043932,26.789,0.937,15650,Transportation
SNDX,13.7,-16.002,-2.61,Buy,5701044,528124040,,-1.826,35,Health Technology
